LATITUDE,LONGITUDE,API,USGSREGION,FORMATION,BASIN,BASINCODE,STATE,STATECODE,COUNTY,COUNTYCODE,FIELD,FIELDCODE,WELLNAME,WELLTYPE,DEPTHUPPER,DEPTHLOWER,DEPTHWELL,ELEVATION,SG,SPGRAV,SPGRAVT,RESIS,RESIST,PH,UNITS,TDSUSGS,TDS,chargebalance,B,Br,HCO3,Ca,Cl,I,K,Li,Mg,Na,SO4,Sr,Count Blank,Count Blank More
30.8499,-100.1732,42413006150000,West Texas and Eastern New Mexico,Canyon,Permian,430,Texas,42,Schleicher,413,Tillery,48-708254,Virgil Powell #1,Conventional Hydrocarbon,3564,3578,3596,2123,1.079,1.079,60,0.075,75,6.51,mg/L,113037,113037,-0.4,4.32,266.51,137.03,8286,69821.01,11.87,220.12,221.2,1363.86,32410.41,34.53,749.91,52,66
31.7034,-102.2182,42329016120000,West Texas and Eastern New Mexico,Fusselman,Permian,430,Texas,42,Midland,329,Sweetie Peck,48-692550,June Sanders #14-t,Conventional Hydrocarbon,6307,6412,13295,2907,1.17,1.17,60,0.049,68,6.83,mg/L,280953,280953,-0.1,76.05,599.04,85.41,23774,173405.7,10.53,2123,65.52,2387.97,80109.49,1806.48,450.45,53,67
32.0682,-102.589,42135026170000,West Texas and Eastern New Mexico,Holt,Permian,430,Texas,42,Ector,135,"Cowden, East",,Emma Cowden #d-23,Conventional Hydrocarbon,5135,6412,5335,3109,1.068,1.068,60,0.086,75,8.06,mg/L,96700,96700,0.7,10.68,484.87,609.83,3332,56234.47,27.77,385.55,57.67,1038.1,32077.68,3051.28,1393,52,66
33.4851,-103.0559,30025070830000,West Texas and Eastern New Mexico,Unknown,Permian,430,New Mexico,30,Lea,25,Sawyer,35-636097,Federal #1,Conventional Hydrocarbon,4950,4978,5032,2752,1.157,1.157,60,0.048,73,6.7,mg/L,262156,262156,-14.9,15.83,234.075,256,9440,159557,8.615,1900,51,3791,58026,1850,285,56,71
33.7715,-104.1671,30005002060000,West Texas and Eastern New Mexico,Montoya Ellenburger,Permian,430,New Mexico,30,Chaves,5,,,"Smith #1, Samedan Republic - Hamon",Conventional Hydrocarbon,6604,6664,6732,2752,1.159,1.159,60.08,0.047,76,6.5,mg/L,264178,264178,0,18.54,122.85,37.09,11126,161090.57,2.32,1323,48.68,1351.39,88589.79,950.38,333.79,53,67
31.6938,-102.1609,42329015960000,West Texas and Eastern New Mexico,Pennsylvanian,Permian,430,Texas,42,Midland,329,Sweetie Peck,48-692550,June Tippett #10,Conventional Hydrocarbon,6307,6412,10850,2892,1.123,1.123,60,0.065,71,6.87,mg/L,192673,192673,0.4,11.23,631.13,232.46,11499,118658.43,8.615,634.5,47.17,2183.11,59295.91,41.55,1543,54,68
33.4708,-101.4912,42107000860000,West Texas and Eastern New Mexico,Wolfcamp,Permian,430,Texas,42,Crosby,107,,,Clackwood #1,Conventional Hydrocarbon,7650,7683,9168,2752,1.134,1.134,60,0.048,75,7.31,mg/L,230710,230710,0.1,14.74,680.4,187.11,8164,140729.4,62.37,282.37,44.23,992.25,80054.26,365.15,944.62,52,66
33.502,-103.1038,30025213480000,West Texas and Eastern New Mexico,San Andres,Permian,430,New Mexico,30,Lea,25,"Sawyer, S. A.",,Federal - Carruth Wn #1,Conventional Hydrocarbon,4975,6412,5040,2752,1.153,1.153,60,0.055,77,6.21,mg/L,245486,245486,0,45,237,384,11690,150100,4,2370,41,4370,74653.7,845,365,53,68
32.477,-104.1706,30015011010000,West Texas and Eastern New Mexico,Strawn,Permian,430,New Mexico,30,Eddy,15,Wildcat,35-768291,Cedar Hills #1,Conventional Hydrocarbon,10432,11651,12812,2752,1.069,1.069,60,0.087,74,7.03,mg/L,98161,98161,0.8,77,39,126,8290,60850,136,99,39,1165,27681.28,192,1450,53,69
31.6908,-100.5186,42451100890000,West Texas and Eastern New Mexico,Pennsylvanian Strawn,Permian,430,Texas,42,Tom Green,451,Wildcat,48-768291,March Ranch #1,Conventional Hydrocarbon,6054,6412,6690,2324,1.054,1.054,60,0.143,70,6.95,mg/L,74184,74184,-0.2,15.83,234.075,561,2780,43800,8.615,400,36,740,24314,1450,103,56,71
31.331,-103.1064,42389001160000,West Texas and Eastern New Mexico,Cherry Canyon,Permian,430,Texas,42,Reeves,389,Wildcat,48-768291,O.j. Green #3,Conventional Hydrocarbon,5907,5927,6400,2534,1.153,1.153,60,0.045,71,6.12,mg/L,250557,250557,0.1,34.59,1519,354.14,27303,156577.4,23.06,801.34,33.44,4931.38,60639.15,77.25,936.24,53,68
32.752,-103.4858,30025203780000,West Texas and Eastern New Mexico,Mid Delaware,Permian,430,New Mexico,30,Lea,25,Vacuum North,35-731829,State Lea 403 #4,Conventional Hydrocarbon,6000,6100,11896,2752,1.027,1.027,60,0.24,77,8.9,mg/L,31625,31625,-0.3,15.83,234.075,24,2210,13900,8.615,99,33,388,8600,6280,49,55,70
31.3442,-100.8127,42235004230000,West Texas and Eastern New Mexico,Bend,Permian,430,Texas,42,Irion,235,,,H.w. Clark #1,Conventional Hydrocarbon,6402,6440,7950,2255,1.13,1.13,60,0.057,70,7.1,mg/L,204584,204584,0.2,11.3,572.91,82.49,12113,126209.7,48.59,223.74,30.51,2087.11,63835.72,1510.6,857.67,53,67
31.424,-103.1779,42475103520000,West Texas and Eastern New Mexico,Delaware,Permian,430,Texas,42,Ward,475,Pitzer,48-558775,Abshier #1,Conventional Hydrocarbon,6281,6412,6785,2598,1.179,1.179,60,0.053,75,6.14,mg/L,272542,272542,0.5,32,1310,49,25450,168400,48,1019,30,4080,72055.82,430,2660,53,68
33.2105,-103.062,30025072370000,West Texas and Eastern New Mexico,Mississippian,Permian,430,New Mexico,30,Lea,25,Denton,35-188580,H. H. Harris #1 A,Conventional Hydrocarbon,11231,11301,11905,2752,1.1,1.1,60.08,0.068,73,6.48,mg/L,150415,150415,-0.1,75.9,269.5,255.2,9152,91656.4,34.1,179.3,29.7,1817.2,46013.48,1263.9,125.4,53,67
33.1532,-103.3281,30025209020000,West Texas and Eastern New Mexico,Lo Abo,Permian,430,New Mexico,30,Lea,25,Wildcat,35-768291,Bentonbouth #1,Conventional Hydrocarbon,9766,6412,14780,2752,1.1,1.1,60,0.07,75,7.75,mg/L,190482,190482,-0.1,36,472,177,6890,115100,30,729,29,2030,63476.54,2030,161,53,68
32.4612,-104.5593,30015103730000,West Texas and Eastern New Mexico,Cisco,Permian,430,New Mexico,30,Eddy,15,Indian Basin,35-345014,Marathon Fed #1,Conventional Hydrocarbon,7905,8005,9650,2752,1.109,1.109,60,0.05,74,5.25,mg/L,179962,179962,0.1,16.64,238.44,79.85,12243,110123.7,23.29,936,28.83,1939.64,53466.01,831.75,631.02,53,68
31.718,-102.9948,42495044540000,West Texas and Eastern New Mexico,Ellenburger,Permian,430,Texas,42,Winkler,495,Halley,48-300375,Sealy Smith Fdn. #1,Conventional Hydrocarbon,6307,6412,12124,2752,1.123,1.123,60,0.057,74,6.22,mg/L,180632,180632,0.1,38.18,468.29,95.46,15093,111491.44,11.23,1537,28.08,2292.04,50027.66,619.9,561.5,53,67
31.7025,-102.2223,42329015850000,West Texas and Eastern New Mexico,Devonian,Permian,430,Texas,42,Midland,329,War San,48-748690,June Sanders A #21,Conventional Hydrocarbon,11575,12387,13330,2908,1.112,1.112,60,0.074,74,6.1,mg/L,163724,163724,0.2,305,358,131,9920,101000,16,1171,28,2139,49630.41,545,726,53,68
31.8676,-102.6589,42135014950000,West Texas and Eastern New Mexico,Seven Rivers,Permian,430,Texas,42,Ector,135,Metz Glorieta,48-470210,We Connell #9-d,Conventional Hydrocarbon,2330,2375,9610,2855,1.201,1.201,60,0.045,76,7.7,mg/L,351055,351055,0,9.61,234.075,80.47,1729,207809.03,8.615,1556,27.62,700.18,133343.14,6245.2,596.9,55,69
31.8028,-103.0326,42495055080000,West Texas and Eastern New Mexico,Devonian,Permian,430,Texas,42,Winkler,495,,,J.a. Thomas #1,Conventional Hydrocarbon,5020,6412,9700,2856,1.097,1.097,60,0.065,77,4.77,mg/L,147931,147931,0,43.88,402.6,509.01,8424,90239.22,10.97,1590,27.43,2238.98,44381.32,1134.3,342.26,53,67
32.4445,-100.391,42353010620000,West Texas and Eastern New Mexico,Ellenburger,Permian,430,Texas,42,Nolan,353,,,Kate Mcadams #1,Conventional Hydrocarbon,6350,6365,6510,2177,1.093,1.093,60,0.071,73,7.3,mg/L,138850,138850,0.5,12.02,432.83,96.18,10492,85259.47,9.84,723.57,27.33,1062.4,40924.56,232.81,1455,52,66
31.7658,-102.9991,42495103100000,West Texas and Eastern New Mexico,Waddell,Permian,430,Texas,42,Winkler,495,Kermit Se,48-376246,Hogg #1,Conventional Hydrocarbon,12053,12154,12460,2819,1.098,1.098,60,0.098,76,7.72,mg/L,149917,149917,-0.1,7,234.075,122,15040,92200,11,473,27,1750,39133.64,655,170,54,69
31.8213,-103.0212,42495044890000,West Texas and Eastern New Mexico,Ellenburger,Permian,430,Texas,42,Winkler,495,,,Seth Campbell #1,Conventional Hydrocarbon,12250,12305,12305,2869,1.097,1.097,60,1.097,60,7.03,mg/L,152241,152241,0.7,15.83,234.075,100.92,8276,91406.43,8.615,1086,26.33,1584.07,47446.35,1287.88,445.38,56,72
32.4612,-104.5593,30015103730000,West Texas and Eastern New Mexico,Cisco,Permian,430,New Mexico,30,Eddy,15,Indian Basin,35-345014,Marathon Fed #1,Conventional Hydrocarbon,7905,8005,9650,2752,1.109,1.109,60,0.05,74,5.25,mg/L,162225,162225,0.1,15,215,32,11040,99300,21,844,26,1749,48195.91,750,569,53,68
31.1882,-102.8367,42371042270000,West Texas and Eastern New Mexico,Devonian,Permian,430,Texas,42,Pecos,371,"Santa Rosa, South",48-633090,Iowa Trust Tr. #2,Conventional Hydrocarbon,5792,5814,6169,2752,1.129,1.129,60,0.05,74,6.4,mg/L,204694,204694,0.1,29.35,458.37,133.22,8490,125296.42,12.42,1089,25.97,2962.5,65827.83,1130.13,467.41,53,68
31.2719,-102.664,42371042210000,West Texas and Eastern New Mexico,Mckee,Permian,430,Texas,42,Pecos,371,Abell,48-001652,Bessie Heierman #1,Conventional Hydrocarbon,5882,5900,5500,2752,1.119,1.119,60,0.066,62,6.3,mg/L,180494,180494,0.1,10.07,411.79,45.88,15039,111887.69,3.36,346.89,25.74,2610.63,50260.74,293.18,649.02,53,67
31.2803,-102.6622,42371042240000,West Texas and Eastern New Mexico,Limey Shale,Permian,430,Texas,42,Pecos,371,Abell,48-001652,Hiereman #4,Conventional Hydrocarbon,5980,6412,5992,2752,1.019,1.019,60,1.019,60,7.03,mg/L,26354,26354,-0.4,6.11,39.74,1549.9,1708,12913.79,1.02,107,25.48,629.74,5682.43,41.78,50.95,53,69
32.4686,-103.1315,30025067640000,West Texas and Eastern New Mexico,Blinebry Clearfork,Permian,430,New Mexico,30,Lea,25,Blinebry,35-071716,Roy Barton #2,Conventional Hydrocarbon,5733,5901,7350,2752,1.115,1.115,60,0.053,76,7.1,mg/L,177530,177530,0,41,241,507,9690,108300,6,1028,25,3542,52670.55,1569,203,53,68
31.9497,-102.4765,42135089510000,West Texas and Eastern New Mexico,Pennsylvanian,Permian,430,Texas,42,Ector,135,Cowden North,48-166295,N. Cowden Unit #38-66,Conventional Hydrocarbon,4080,6412,4187,2752,1.056,1.056,60,0.102,77,8.52,mg/L,75259,75259,0.7,12.67,567.07,623.04,2365,42778.56,41.18,353.76,24.29,1001.09,24905.71,3276.77,822.62,52,66
31.745,-101.6181,42173007840000,West Texas and Eastern New Mexico,Wolfcamp,Permian,430,Texas,42,Glasscock,173,Driver Sprberry S,48-203075,L.c. Clarke #1,Conventional Hydrocarbon,7190,7293,7394,2713,1.092,1.092,60,0.062,77,7.03,mg/L,144265,144265,0.2,84.08,398.58,300.3,6726,89053.69,84.08,631.18,24.02,1803.98,46478.03,263.17,601.69,53,69
31.1834,-103.2172,42389006600000,West Texas and Eastern New Mexico,Bell Canyon,Permian,430,Texas,42,Reeves,389,Wildcat,48-768291,Txl 3 #1,Conventional Hydrocarbon,5382,5408,8614,2749,1.181,1.181,60,0.039,72,6.8,mg/L,312167,312167,0.1,14.17,234.075,72.04,6424,190111.48,5.91,708.6,23.62,1836.46,112254.76,838.51,774.74,54,69
31.6985,-103.4982,42475050290000,West Texas and Eastern New Mexico,Delaware,Permian,430,Texas,42,Ward,475,"Twofreds, South",,D D Feldman #1,Conventional Hydrocarbon,6307,6412,4768,2705,1.17,1.17,60,0.137,74,5.5,mg/L,299878,299878,0.2,30.42,397.8,50.31,11413,184626,22.23,1053,23.4,5112.9,96505.55,444.6,1357,53,68
31.265,-102.6362,42371042190000,West Texas and Eastern New Mexico,Simpson,Permian,430,Texas,42,Pecos,371,,,E.e. Rove #1,Conventional Hydrocarbon,5442,5475,6338,2752,1.101,1.101,60,1.101,60,7.03,mg/L,156492,156492,0.1,8.81,418.38,147.53,13629,96165.74,8.81,298.37,23.12,2335.22,42607.73,947.96,540.59,52,68
31.6882,-102.2181,42329016130000,West Texas and Eastern New Mexico,Devonian,Permian,430,Texas,42,Midland,329,Sweetie Peck,48-692550,June Sanders Trc #7,Conventional Hydrocarbon,12052,12522,13340,2752,1.116,1.116,60,0.57,76,6.48,mg/L,168326,168326,0.3,253,237,132,11520,103600,4,1974,23,1845,49449.66,363,950,53,68
32.5399,-100.4017,42151013210000,West Texas and Eastern New Mexico,Canyon,Permian,430,Texas,42,Fisher,151,Sw. C.s.,,Sw E Su #5,Conventional Hydrocarbon,5175,5180,5275,2752,1.134,1.134,60,0.076,73,5.11,mg/L,188627,188627,0.1,5,234.075,37,16970,117000,8.615,211,23,2430,51502.7,17,648,54,69
31.4354,-103.0647,42475025800000,West Texas and Eastern New Mexico,Delaware,Permian,430,Texas,42,Ward,475,Wildcat,48-768291,R.h. Dorsey #1,Conventional Hydrocarbon,4820,4850,6510,2560,1.168,1.168,60,0.052,70,7.85,mg/L,301168,301168,-0.1,15.83,234.075,452.02,16060,184193.6,8.615,1033,22.19,3174.62,94662.9,1016.16,484.72,56,71
30.8608,-101.7474,42105103110000,West Texas and Eastern New Mexico,Wolfcamp,Permian,430,Texas,42,Crockett,105,Wildcat,48-768291,Shannon Hospital #1,Conventional Hydrocarbon,5395,5447,6340,2752,1.108,1.108,60,0.061,78,6.81,mg/L,170104,170104,0,19,569,781,5440,102000,40,1025,22,1800,56899.93,1410,311,53,68
31.7658,-102.9991,42495103100000,West Texas and Eastern New Mexico,Ellenburger,Permian,430,Texas,42,Winkler,495,Kermit Se,48-376246,Hogg #1,Conventional Hydrocarbon,12380,12455,12460,2819,1.087,1.087,60,0.08,76,7.75,mg/L,128130,128130,-0.1,15.83,234.075,162,7520,78100,8.615,882,22,1510,38703,710,521,56,71
31.6857,-102.1318,42329016010000,West Texas and Eastern New Mexico,Ellenburger,Permian,430,Texas,42,Midland,329,Sweetie Peck,48-692550,June Tippett #16,Conventional Hydrocarbon,6307,6412,13080,2862,1.099,1.099,60,0.069,71,7.87,mg/L,155455,155455,0.1,62.64,190.13,230.79,8792,94690.94,8.615,651.71,21.98,1174.83,49130.87,881.4,478.07,54,68
32.9047,-103.61,30025012650000,West Texas and Eastern New Mexico,Wolfcamp,Permian,430,New Mexico,30,Lea,25,,,Seaman Unit #3,Conventional Hydrocarbon,10182,10256,13000,2752,1.095,1.095,60.08,0.069,74,6.68,mg/L,140936,140936,0,58.04,346.02,202.58,8760,86192.93,50.37,332.88,21.9,3086.81,40693.12,1725.72,249.66,53,67
31.7179,-102.981,42495049770000,West Texas and Eastern New Mexico,Devonian,Permian,430,Texas,42,Winkler,495,Halley,48-300375,Sealy & Smith #11,Conventional Hydrocarbon,9902,9962,10056,2758,1.085,1.085,60,0.034,76,6.4,mg/L,124107,124107,0.1,48.83,340.69,437.26,8159,78865.4,6.51,2430,21.7,7277.1,26776.62,43.4,352.63,53,68
31.3577,-103.2433,42389001080000,West Texas and Eastern New Mexico,Delaware Sd.,Permian,430,Texas,42,Reeves,389,Worsham,48-779491,R.w. Burkholder #1,Conventional Hydrocarbon,4919,6412,5008,2561,1.193,1.193,60,0.117,76,5.5,mg/L,340404,340404,0.2,19.09,1061,72.77,42112,211280.3,21.47,1204,21.47,4285.26,80182.51,518.96,1717,53,68
31.1834,-103.2172,42389006600000,West Texas and Eastern New Mexico,Cherry Canyon,Permian,430,Texas,42,Reeves,389,Wildcat,48-768291,Txl 3 No. 1,Conventional Hydrocarbon,6643,6746,8614,2749,1.176,1.176,60,0.0995,75,7.4,mg/L,291338,291338,0,15.83,234.075,354.14,3010,173461.18,18.82,533.9,21.17,571.54,109383.98,4010.16,377.5,56,73
31.4345,-103.1338,42475007550000,West Texas and Eastern New Mexico,Delaware,Permian,430,Texas,42,Ward,475,"Pyote, South",48-576339,W. D. Black #87,Conventional Hydrocarbon,5000,6412,6190,2587,1.171,1.171,60.08,0.143,74,7.5,mg/L,301889,301889,0,32.79,566.76,193.22,18736,183144.4,30.45,1263,21.08,4320.99,88758.25,763.49,572.62,53,68
31.8676,-102.6589,42135014950000,West Texas and Eastern New Mexico,Glorieta,Permian,430,Texas,42,Ector,135,Metz,,W.e. Connell Tr.  D,Conventional Hydrocarbon,6307,6412,9610,2855,1.079,1.079,60,0.071,84,6.4,mg/L,112965,112965,0,34.53,299.96,879.39,5869,68098.93,7.55,644.16,20.5,2097.58,34111.62,1510.6,224.43,53,67
32.9776,-103.2723,30025037200000,West Texas and Eastern New Mexico,Dean,Permian,430,New Mexico,30,Lea,25,Dean,35-184116,State 396 #4,Conventional Hydrocarbon,10385,10453,11600,2752,1.121,1.121,60.08,0.057,75,6.55,mg/L,188816,188816,0.1,40.36,315,90.8,12913,116061.61,33.63,790.31,20.18,2396.7,55851.89,892.32,515.66,53,68
31.6857,-102.1318,42329016010000,West Texas and Eastern New Mexico,Ellenburger,Permian,430,Texas,42,Midland,329,Pegasus,48-548165,J. Tippett #16,Conventional Hydrocarbon,12752,12828,13080,2862,1.094,1.094,60,0.067,77,5.01,mg/L,133894,133894,-0.1,15.83,234.075,183,9040,81600,8.615,838,20,1311,39764,780,358,56,71
31.5528,-102.8138,42475035320000,West Texas and Eastern New Mexico,Waddell Simpson,Permian,430,Texas,42,Ward,475,Janelle Southeast,48-354711,E.edwards Et Al #1,Conventional Hydrocarbon,8668,6412,9420,2636,1.17,1.17,60,0.039,80,6.28,mg/L,310723,310723,0,21.06,234.075,171.99,3559,184626,8.615,604.89,19.89,1022.58,115593.37,4914,161.46,55,70
31.6427,-102.5724,42103052960000,West Texas and Eastern New Mexico,Permian,Permian,430,Texas,42,Crane,103,Jordan,48-363967,University 23#1,Conventional Hydrocarbon,3407,6412,3587,2752,1.101,1.101,60,0.067,73,8.56,mg/L,150142,150142,0.6,15.83,234.075,524.08,2642,87445.82,8.615,871.99,19.82,2140.34,52274.38,4988.63,295.07,55,69
33.59,-101.1339,42107000780000,West Texas and Eastern New Mexico,Wolfcamp Abo,Permian,430,Texas,42,Crosby,107,Wildcat,48-768291,Morgan Jones Estate #1 (sog),Conventional Hydrocarbon,4364,4439,5204,2752,1.075,1.075,60,0.069,77,8.6,mg/L,105214,105214,0.2,15.83,234.075,21.5,6880,62891.8,3.23,982.55,19.35,2246.75,29451.93,2913.25,309.6,54,69
31.9018,-102.5538,42135040570000,West Texas and Eastern New Mexico,Cisco,Permian,430,Texas,42,Ector,135,Donnelly,48-197169,J.l. Johnson Jr. B #1,Conventional Hydrocarbon,8684,8688,12838,3083,1.117,1.117,60,0.062,70,6.6,mg/L,205538,205538,0,40.21,292.65,134.04,10371,124880.6,21.22,747.27,18.99,1085.72,67076.73,1056.68,370.84,52,67
30.98,-100.9833,42413006140000,West Texas and Eastern New Mexico,Wilberns,Permian,430,Texas,42,Schleicher,413,,,M.f. Mccatchy,Conventional Hydrocarbon,7409,7556,7429,2237,1.085,1.085,60,0.069,84,7,mg/L,134426,134426,0,23.87,93.31,175.77,4808,79340.63,3.26,1445,18.45,3244.15,40253.09,2740.71,158.41,53,67
31.3312,-103.1143,42389001140000,West Texas and Eastern New Mexico,Delaware,Permian,430,Texas,42,Reeves,389,"Waha, North",48-744722,J.groene #1&2,Conventional Hydrocarbon,4926,6412,5036,2538,1.146,1.146,60,0.01,76,7.99,mg/L,251387,251387,0.1,28.65,664.68,489.34,19069,154366.2,32.09,825.12,18.34,4561.08,70081.73,1592.94,653.22,53,68
31.3559,-103.235,42389004230000,West Texas and Eastern New Mexico,Delaware Sd.,Permian,430,Texas,42,Reeves,389,Worsham,48-779491,Gilmore #2,Conventional Hydrocarbon,4900,6412,6360,2574,1.175,1.175,60,0.132,76,7.8,mg/L,307562,307562,0.2,11.75,898.88,356.03,36131,190467.5,9.4,1175,17.63,3883.38,74433.15,540.5,1316,53,68
31.8028,-103.0326,42495055080000,West Texas and Eastern New Mexico,Clear Fork,Permian,430,Texas,42,Winkler,495,Emperor,48-224220,J.a. Thomas #1,Conventional Hydrocarbon,6250,6365,9700,2856,1.165,1.165,60,0.042,75,6.52,mg/L,283315,283315,0,9.32,83.88,249.31,3168,168947.14,2.33,333.19,17.48,679.2,106114.99,3582.38,194.56,53,68
33.4073,-104.2266,30005002510000,West Texas and Eastern New Mexico,Devonian,Permian,430,New Mexico,30,Chaves,5,Wildcat,35-768291,State Chaves 180 #1,Conventional Hydrocarbon,6613,6688,6930,2752,1.08,1.08,60,0.079,76,6.85,mg/L,118652,118652,0,6.48,234.075,408.24,3715,71800.56,8.615,524.88,17.28,2519.64,37953.78,1398.6,207.36,55,70
33.4073,-104.2266,30025002510000,West Texas and Eastern New Mexico,Devonian,Permian,430,New Mexico,30,Lea,25,Wildcat,35-768291,State Chaves 180 #1,Conventional Hydrocarbon,6613,6688,6930,2752,1.08,1.08,60,0.079,76,6.85,mg/L,118652,118652,-0.3,15.83,234.075,408.24,3715,71800.56,8.615,524.88,17.28,2519.64,37670.4,1398.6,207.36,56,71
31.6798,-102.1564,42329015870000,West Texas and Eastern New Mexico,Devonian,Permian,430,Texas,42,Midland,329,Pegasus,48-548165,June Tippett #1,Conventional Hydrocarbon,12167,12342,13262,2894,1.124,1.124,60,0.046,78,6.41,mg/L,187721,187721,0.2,107,171,144,13290,115100,7,1420,17,1895,55204.13,575,788,53,68
30.7628,-101.6058,42105101920000,West Texas and Eastern New Mexico,Ellenburger,Permian,430,Texas,42,Crockett,105,Lancaster Hill,48-399950,Univ. #1-19,Conventional Hydrocarbon,9312,9505,9505,2752,1.094,1.094,60,0.068,74,6.79,mg/L,148785,148785,0,6,234.075,415,1279,86900,1,279,17,825,55046.31,3830,276,54,70
32.752,-103.4858,30025203780000,West Texas and Eastern New Mexico,Mid Delaware,Permian,430,New Mexico,30,Lea,25,Vacuum North,35-731829,State Lea 403 #4,Conventional Hydrocarbon,5690,5810,11896,2752,1.085,1.085,60,0.073,77,7.91,mg/L,118517,118517,-0.1,15.83,234.075,98,5840,70300,8.615,497,17,1359,37281,2900,225,56,71
33.2721,-103.1478,30025050220000,West Texas and Eastern New Mexico,Penn,Permian,430,New Mexico,30,Lea,25,Gladiola,35-274634,John Shulte #4,Conventional Hydrocarbon,10225,10300,11955,2752,1.084,1.084,60.08,0.0721,77,7.03,mg/L,127229,127229,0.1,53.12,210.3,138.75,6504,76870.78,17.34,447.69,16.26,1211.91,40524.37,1433.05,363.14,53,67
31.9496,-103.0776,42495045490000,West Texas and Eastern New Mexico,Silurian,Permian,430,Texas,42,Winkler,495,Keystone,48-377362,J.b. Walton #15,Conventional Hydrocarbon,7899,6412,8160,2968,1.077,1.077,60,0.069,80,7.2,mg/L,119609,119609,0,28,255.25,306.95,7323,71791.74,2.15,767.9,16.16,2040.92,35136.86,2524.49,228.32,53,67
31.718,-102.9948,42495044540000,West Texas and Eastern New Mexico,C Pecos Wolfcamp Lower,Permian,430,Texas,42,Winkler,495,Halley,48-300375,Sealy And Smith Unit,Conventional Hydrocarbon,8030,8110,12124,2752,1.151,1.151,60,0.041,80,6.96,mg/L,265574,265574,0,5.76,116.25,112.8,2946,159162.58,3.45,163.44,16.11,559.39,99816.41,2532.2,183.01,53,68
33.11,-101.3543,42169100920000,West Texas and Eastern New Mexico,Pennsylvanian,Permian,430,Texas,42,Garza,169,Kirkpatrick,48-381695,Kirkpatrick #1-c,Conventional Hydrocarbon,7916,6412,8160,2471,1.073,1.073,60,0.1,76,6.89,mg/L,103054,103054,0,16,114,305,3442,62000,4,527,16,1215,34280.34,1200,124,53,68
31.7658,-102.9991,42495103100000,West Texas and Eastern New Mexico,Clear Fork,Permian,430,Texas,42,Winkler,495,Kermit Se,48-376246,Hogg #1,Conventional Hydrocarbon,6180,6260,12460,2819,1.113,1.113,60,0.079,76,8.07,mg/L,170517,170517,0,15.83,234.075,182,9760,103450,8.615,865,16,3010,50629,2280,325,56,71
32.8532,-103.8677,30015101620000,West Texas and Eastern New Mexico,Jackson,Permian,430,New Mexico,30,Eddy,15,Grayburg Jackson,35-286570,H. E. West #28,Conventional Hydrocarbon,3749,3781,3850,2752,1.142,1.142,60,0.057,76,5.75,mg/L,258056,258056,0,30.83,141.61,132.47,7582,157710.2,30.83,1169,15.99,4933.44,84453.68,1964.24,94.79,53,68
32.2928,-101.2696,42227031370000,West Texas and Eastern New Mexico,Clear Fork,Permian,430,Texas,42,Howard,227,Itaw,,Emma F. Davis #4,Conventional Hydrocarbon,2559,6412,2685,2752,1.055,1.055,60,0.094,75,7.03,mg/L,88010,88010,-0.1,9.5,137.15,321.78,3103,50692.75,5.28,623.51,15.83,1225.91,28402.94,3543.75,44.31,53,69
33.385,-101.3963,42169019150000,West Texas and Eastern New Mexico,Strawn,Permian,430,Texas,42,Garza,169,Wildcat,48-768291,Phillip Thomas #1,Conventional Hydrocarbon,7985,8050,8885,2621,1.12,1.12,60,0.055,77,6.68,mg/L,191206,191206,0,26.88,356.16,178.08,5913,116355.68,28,323.68,15.68,1850.24,65536.33,1059.52,209.44,53,67
