LATITUDE,LONGITUDE,API,USGSREGION,FORMATION,BASIN,BASINCODE,STATE,STATECODE,COUNTY,COUNTYCODE,FIELD,FIELDCODE,WELLNAME,WELLTYPE,DEPTHUPPER,DEPTHLOWER,DEPTHWELL,ELEVATION,SG,SPGRAV,SPGRAVT,RESIS,RESIST,PH,UNITS,TDSUSGS,TDS,chargebalance,B,Br,HCO3,Ca,Cl,I,K,Li,Mg,Na,SO4,Sr,Count Blank,Count Blank More
31.3563,-100.8879,42235004260000,West Texas and Eastern New Mexico,Cisco,Permian,430,Texas,42,Irion,235,,,Cravens #1,Conventional Hydrocarbon,6315,6324,7600,7600,1.045,1.045,60,1.045,60,7.78,mg/L,57366,57366,0.1,6.27,201.69,375.16,2257,33810.98,16.72,114.95,7.32,507.87,19060.46,1235.19,175.56,52,66
31.9194,-102.4128,42135079400000,West Texas and Eastern New Mexico,Grayburg,Permian,430,Texas,42,Ector,135,,,Ruth Palmer #1,Conventional Hydrocarbon,4195,4201,4205,2966,1.046,1.046,60,0.118,77,7.02,mg/L,64811,64811,0,8.37,234.075,1161.06,1924,35418.61,8.615,283.47,7.32,762.53,21372.41,3817.9,108.78,55,69
32.0548,-102.5673,42135017430000,West Texas and Eastern New Mexico,Pennsylvanian,Permian,430,Texas,42,Ector,135,Cowden North Deep,,Fay Holt #6,Conventional Hydrocarbon,5125,6412,5300,3090,1.036,1.036,60,0.15,77,8.06,mg/L,47006,47006,0.3,9.32,54.91,768.71,1616,25530.15,3.11,283.86,7.25,654.75,15096.11,3020.98,83.92,52,66
31.8558,-101.401,42173007880000,West Texas and Eastern New Mexico,Ellenberger,Permian,430,Texas,42,Glasscock,173,,,#1 Henrietta Long,Conventional Hydrocarbon,10130,10230,10230,2588,1.034,1.034,60,0.147,72,7.41,mg/L,49502,49502,0,7.24,234.075,687.61,1803,28450.51,2.07,191.29,7.24,311.23,16607.14,1485.86,85.82,54,68
32.0868,-102.7503,42135026060000,West Texas and Eastern New Mexico,Ellenburger,Permian,430,Texas,42,Ector,135,Goldsmith 5600,48-279052,B. Cowden #1,Conventional Hydrocarbon,8654,8664,8674,2752,1.028,1.028,60,0.175,72,8.26,mg/L,40227,40227,0.1,8.22,234.075,313.54,855.3,24239.21,2.06,285.78,7.2,459.52,13889.72,227.19,108.97,54,68
32.8569,-103.8764,30015050740000,West Texas and Eastern New Mexico,Devonian,Permian,430,New Mexico,30,Eddy,15,Grayburg-jackson,35-286570,H. E. West /b/ #27,Conventional Hydrocarbon,12820,12860,12860,2752,1.009,1.009,60,0.161,76,7.04,mg/L,48954,48954,-0.1,4.04,8.07,603.38,879.85,27276.3,8.615,393.51,7.06,500.46,16416.68,1513.5,35.32,53,68
31.4354,-103.0647,42475025800000,West Texas and Eastern New Mexico,Delaware,Permian,430,Texas,42,Ward,475,Wildcat,48-768291,Rh Dorsey #1,Conventional Hydrocarbon,5756,5804,6510,2560,1.172,1.172,60,0.048,71,5.8,mg/L,299734,299734,0,15.83,234.075,71.49,24729,185058.8,8.615,830.95,7.03,4160.6,83296.38,832.12,747.74,56,71
31.2597,-101.1021,42235004600000,West Texas and Eastern New Mexico,Clear Fork,Permian,430,Texas,42,Irion,235,Ketchum Mountain,48-376649,"Ela C. Iugg, Tr d #5",Conventional Hydrocarbon,4414,6412,4500,2663,1.059,1.059,60,0.108,76,5.39,mg/L,81488,81488,0.2,19,327,226,1640,49600,68,73,7,620,29188.69,21,332,52,67
30.9006,-100.9657,42413007540000,West Texas and Eastern New Mexico,Strawn Reef,Permian,430,Texas,42,Schleicher,413,Hulldale,48-338214,Blaylock #1,Conventional Hydrocarbon,6375,6415,6015,2346,1.053,1.053,60,0.134,76,6.51,mg/L,8577,8577,-0.3,15.83,234.075,403,248,4535,8.615,490,7,534,1726,570,64,56,71
32.7393,-102.1249,42115008470000,West Texas and Eastern New Mexico,Pennsylvanian Pennsylvani,Permian,430,Texas,42,Dawson,115,,,#1 F.m. Weaver,Conventional Hydrocarbon,9980,10019,12232,2752,1.159,1.159,60,0.0497,75,6.68,mg/L,259049,259049,0,15.83,234.075,52.16,2781,157803.65,8.615,426.51,6.95,1689.82,95676.61,293.23,318.73,56,70
31.5528,-102.8138,42475035320000,West Texas and Eastern New Mexico,Ellenburger,Permian,430,Texas,42,Ward,475,Janelle Southeast,48-354711,J Edwards Et Al #1,Conventional Hydrocarbon,9420,6412,9420,2636,1.152,1.152,60,0.047,76,6.02,mg/L,265904,265904,0,32.26,234.075,969.98,3686,157132.8,8.615,577.15,6.91,896.26,98020.27,4469.76,58.75,55,70
31.6906,-102.6183,42135015060000,West Texas and Eastern New Mexico,Clear Fork,Permian,430,Texas,42,Ector,135,Jordan,48-363967,W.e. Connell  B  Well,Conventional Hydrocarbon,5002,5019,7480,2857,1.101,1.101,60,0.063,76,6.46,mg/L,157727,157727,0,41.84,422.78,322.59,10041,95840.95,12.11,550.5,6.61,2782.23,46171.52,2024.74,90.28,53,67
30.4723,-100.4423,42435001300000,West Texas and Eastern New Mexico,Pennsylvanian,Permian,430,Texas,42,Sutton,435,Tw & Ng Survey,,#1 Byran Hunt,Conventional Hydrocarbon,6200,6412,6412,2322,1.078,1.078,60,0.0727,79,6.77,mg/L,114187,114187,0,22.64,131.52,394.55,4915,68801.19,4.31,1385,6.47,733.04,37217.87,681.3,77.62,53,67
31.6895,-102.6545,42135014970000,West Texas and Eastern New Mexico,Fusselman,Permian,430,Texas,42,Ector,135,Metz,48-470210,Connell 17d,Conventional Hydrocarbon,7749,7759,9157,2857,1.056,1.056,60,0.104,72,7.09,mg/L,92959,92959,0,15.83,234.075,296.74,4767,55228.8,8.615,582.91,6.34,1462.56,28338.82,2191.2,84.48,56,71
32.4668,-104.6041,30015103860000,West Texas and Eastern New Mexico,Cisco,Permian,430,New Mexico,30,Eddy,15,Indian Basin,35-345014,Bright-federal #1,Conventional Hydrocarbon,9087,9115,9300,2752,1.052,1.052,60,0.119,74,7.48,mg/L,79294,79294,0.4,41.03,189.36,340.85,2987,48076.4,55.76,43.13,6.31,459.72,27024.26,72.59,538.62,52,67
32.2115,-101.9379,42317002770000,West Texas and Eastern New Mexico,Lower Devonian,Permian,430,Texas,42,Martin,317,Spraberry Trend,48-670609,#1 Dickenson,Conventional Hydrocarbon,11690,11768,12073,2797,1.034,1.034,60,0.145,67,7.11,mg/L,50751,50751,0,8.27,46.53,718.63,1919,29513.46,1.03,163.37,6.2,331.91,17002.96,1140.5,88.92,53,67
32.5228,-100.4083,42151013760000,West Texas and Eastern New Mexico,Cambrian,Permian,430,Texas,42,Fisher,151,Sweetwater,48-692612,Sweetwater Canyon,Conventional Hydrocarbon,6880,7000,7000,2752,1.034,1.034,60,0.146,77,6.7,mg/L,43898,43898,0,5.17,234.075,655.56,1447,25205.82,8.615,240.92,6.2,451.86,14493.26,1240.8,36.19,54,69
33.389,-103.4706,30025018200000,West Texas and Eastern New Mexico,Devonian,Permian,430,New Mexico,30,Lea,25,Sandsprings,35-630424,State Lea,Conventional Hydrocarbon,13175,6412,13206,2752,1.033,1.033,60.08,0.0995,75,6.85,mg/L,40992,40992,0.5,15.83,234.075,428.7,1900,23532.77,8.615,260.32,6.2,326.43,13312.27,1475.12,32.02,56,72
32.4668,-104.6041,30015103860000,West Texas and Eastern New Mexico,Cisco,Permian,430,New Mexico,30,Eddy,15,Indian Basin,35-345014,,Conventional Hydrocarbon,9087,9115,9300,2752,1.052,1.052,60,0.119,74,7.48,mg/L,75385,75385,0.4,39,180,374,8840,45700,53,41,6,437,18807.3,69,512,52,67
31.3545,-103.1585,42389001230000,West Texas and Eastern New Mexico,Delaware,Permian,430,Texas,42,Reeves,389,Wildcat,48-768291,S.e. Ligon #1,Conventional Hydrocarbon,5050,5100,6386,2536,1.151,1.151,60,0.055,80,7.71,mg/L,259057,259057,0,39.13,583.56,210.63,14364,159162.58,23.02,1127,5.76,3356.32,80117.39,575.5,391.34,53,67
33.5902,-102.2851,42219004870000,West Texas and Eastern New Mexico,Wolfcamp,Permian,430,Texas,42,Hockley,219,,,#1 Bean,Conventional Hydrocarbon,8904,8990,10099,2752,1.138,1.138,60,0.05,80,6.9,mg/L,226254,226254,0,27.31,987.78,333.43,3823,137190.45,38.69,227.6,5.69,884.23,83365.87,588.35,66,53,67
33.248,-101.4566,42169019140000,West Texas and Eastern New Mexico,Unknown,Permian,430,Texas,42,Garza,169,Huntley Glorieta,48-340167,Barrie C. Jones #1,Conventional Hydrocarbon,3388,3425,4025,2947,1.097,1.097,60,0.0713,75,6.16,mg/L,139987,139987,0,24.13,269.86,267.67,15796,87516.47,3.29,603.35,5.49,5118.6,29325.11,1324.08,92.15,53,67
30.4715,-100.7647,42435001750000,West Texas and Eastern New Mexico,Ellenburger,Permian,430,Texas,42,Sutton,435,,,Sawyer #1,Conventional Hydrocarbon,9900,10118,10118,2136,1.083,1.083,60,0.0733,72,6.53,mg/L,127510,127510,0,30.32,97.47,330.32,5198,76991.55,4.33,1245,5.42,579.41,42497.4,591.32,82.31,53,67
30.548,-100.1696,42413006170000,West Texas and Eastern New Mexico,Canyon Upper,Permian,430,Texas,42,Schleicher,413,Tillery,48-708254,V.j. & J.d. Powell #2,Conventional Hydrocarbon,3512,3535,3610,2126,1.067,1.067,60,0.0909,75,6.6,mg/L,91476,91476,0.1,12.8,232.61,117.37,6828,56370.68,9.6,147.25,5.34,984.84,26856.95,81.09,213.4,52,66
31.403,-102.046,42169019150000,West Texas and Eastern New Mexico,Pnl,Permian,430,Texas,42,Schleicher,413,A-b-m,48-000832,W. C. Jones #1,Conventional Hydrocarbon,4712,4800,4800,2752,1.068,1.068,60.08,0.0732,73,6.23,mg/L,124629,124629,0,15.83,234.075,182.63,6322,75357.01,8.615,1516,5.34,1349.95,38709.66,1104.31,81.17,56,70
31.6873,-102.6088,42137001520000,West Texas and Eastern New Mexico,Ellenburger,Permian,430,Texas,42,Edwards,137,,,Miers #1,Conventional Hydrocarbon,6180,6255,4623,2855,1.06,1.06,60,0.1024,73,6.68,mg/L,83287,83287,0,13.78,272.42,148.4,5808,50739.02,5.3,905.24,5.3,1185.08,23850.32,639.18,93.28,53,67
33.2631,-103.1808,30025050280000,West Texas and Eastern New Mexico,Wolfcamp Penn,Permian,430,New Mexico,30,Lea,25,Gladiola,35-274634,#1 Selman,Conventional Hydrocarbon,9777,9825,9852,2752,1.049,1.049,60.08,0.1208,74,7.63,mg/L,68917,68917,0,15.83,234.075,447.92,2098,37566.79,8.615,209.8,5.25,408.06,23448.3,4701.62,31.47,56,70
31.9675,-102.4047,42135079470000,West Texas and Eastern New Mexico,Permian,Permian,430,Texas,42,Ector,135,Johnson,48-361797,Ruth Palmer #8,Conventional Hydrocarbon,4127,4319,4340,2964,1.038,1.038,60,0.148,83,7.9,mg/L,49789,49789,0.1,14.53,234.075,612.42,1992,26682.83,8.615,379.91,5.19,555.33,15800.43,3885.23,108.99,55,69
33.059,-103.1567,30025052150000,West Texas and Eastern New Mexico,Devonian,Permian,430,New Mexico,30,Lea,25,Denton,35-188580,T. D. Pope #7,Conventional Hydrocarbon,12216,12643,12640,2752,1.036,1.036,60,0.124,76,7.2,mg/L,84839,84839,0.1,10.36,234.075,379.18,3356,50556.8,1.04,806.01,5.18,628.85,27885.42,1094.02,183.37,54,69
32.5431,-102.1623,42115008450000,West Texas and Eastern New Mexico,Fusselman,Permian,430,Texas,42,Dawson,115,Wildcat,48-768291,Kent Co. Sch. Land #1,Conventional Hydrocarbon,12488,12500,12600,2752,1.02,1.02,60,0.159,75,7.22,mg/L,43509,43509,-0.1,5.1,234.075,818.04,1909,24602.4,8.615,516.12,5.1,446.76,13631.23,1548.36,25.5,55,70
31.7658,-102.9991,42495103100000,West Texas and Eastern New Mexico,Glorieta,Permian,430,Texas,42,Winkler,495,Kermit Se,48-376246,J.c. Hogg #1,Conventional Hydrocarbon,5120,5195,12460,2819,1.095,1.095,60,0.088,76,7.5,mg/L,141571,141571,0,15.83,234.075,605,7400,84750,8.615,790,5,2020,43386,2350,265,56,71
32.752,-103.4858,30025203780000,West Texas and Eastern New Mexico,Devonian,Permian,430,New Mexico,30,Lea,25,"Vacuum, North",35-731829,State Lea 403 #4,Conventional Hydrocarbon,11600,6412,11896,2752,1.027,1.027,60,0.152,76,7.37,mg/L,39874,39874,-0.1,6,234.075,545,1529,22440,8.615,208,5,258,13092.96,1529,26,55,70
31.5528,-102.8138,42475035320000,West Texas and Eastern New Mexico,Ellenburger,Permian,430,Texas,42,Ward,475,Janelle Southeast,48-354711,B.j. Edwards Et Al #1,Conventional Hydrocarbon,9370,6412,9420,2636,1.173,1.173,60,0.041,76,6.01,mg/L,315660,315660,0,15.83,234.075,736.64,3565,187093.5,8.615,585.33,4.69,1253.94,117223.76,5126.01,70.38,56,71
31.9018,-102.5538,42135040570000,West Texas and Eastern New Mexico,Canyon Sand,Permian,430,Texas,42,Ector,135,Donnelly,48-197169,J.l. Johnson Jr. B Eo #1,Conventional Hydrocarbon,8684,8950,12838,3083,1.117,1.117,60,0.061,75,7.12,mg/L,204641,204641,0,41.33,289.3,156.38,9304,124768.9,18.99,893.6,4.47,2278.68,65975.02,1105.83,307.18,53,68
33.0557,-100.4813,42433013130000,West Texas and Eastern New Mexico,Flippen,Permian,430,Texas,42,Stonewall,433,,,B.b. Smith #1,Conventional Hydrocarbon,4035,4060,6860,2037,1.068,1.068,60,0.081,83,7.27,mg/L,92336,92336,5.9,9.61,136.7,149.52,4058,54909.08,6.41,215.74,4.27,1090.43,29831.25,2136,8794,53,67
32.0468,-101.1655,42431004270000,West Texas and Eastern New Mexico,Wolfcamp Sterling,Permian,430,Texas,42,Sterling,431,Wildcat,48-768291,Nellie P. Sellers #1,Conventional Hydrocarbon,4968,4988,8975,2492,1.061,1.061,60,0.09,73,8.72,mg/L,85756,85756,0.1,15.83,234.075,27.59,3480,49846.84,8.615,274.8,4.24,979.3,27896.87,3140.56,8.49,56,71
31.2719,-102.664,42371042210000,West Texas and Eastern New Mexico,Clear Fork,Permian,430,Texas,42,Pecos,371,Abell,48-001652,Bessie Heierman #1,Conventional Hydrocarbon,3606,6412,5500,2752,1.032,1.032,60,1.032,60,6.35,mg/L,45084,45084,0,4.13,234.075,2039.23,1279,20674.06,8.615,284.83,4.13,250.78,14823.63,5814.29,30.96,55,69
32.5529,-102.7319,42165023530000,West Texas and Eastern New Mexico,Ellenburger,Permian,430,Texas,42,Gaines,165,Flanagan,48-243614,Wl Hawkins #1,Conventional Hydrocarbon,6307,6412,12306,2752,1.029,1.029,60,1.029,60,7.03,mg/L,34112,34112,0,4.12,234.075,1022.83,1695,17877.85,8.615,228.44,4.12,410.57,10343.15,2602.34,28.81,55,71
31.9158,-102.4117,42135079440000,West Texas and Eastern New Mexico,Grayburg,Permian,430,Texas,42,Ector,135,,,Ruth Palmer #5,Conventional Hydrocarbon,4140,4210,4240,2966,1.028,1.028,60,0.179,77,6.95,mg/L,38665,38665,0,5.14,234.075,1053.7,1891,20047.03,8.615,274.48,4.11,559.23,11527.53,3227.92,64.76,55,69
32.8176,-103.9476,30015043050000,West Texas and Eastern New Mexico,Abo Reef,Permian,430,New Mexico,30,Eddy,15,Jackson,35-353006,Dale H Parke B,Conventional Hydrocarbon,6940,6412,6940,2752,1.024,1.024,60,0.282,76,7.72,mg/L,34202,34202,0,7.17,234.075,1736.7,1328,15605.76,8.615,132.1,4.1,438.27,10464.83,4474.88,16.38,55,70
32.8983,-102.9647,42165033080000,West Texas and Eastern New Mexico,Clear Fork,Permian,430,Texas,42,Gaines,165,"Riley, North",48-601481,Meek Doss #2,Conventional Hydrocarbon,6880,6894,9483,2752,1.024,1.024,60,0.225,76,6.65,mg/L,32788,32788,0,6.14,234.075,1698.82,786.43,15612.93,8.615,324.61,4.1,497.66,10409.88,3550.21,29.7,55,69
32.9152,-103.6101,30025012560000,West Texas and Eastern New Mexico,Atoka,Permian,430,New Mexico,30,Lea,25,,,Seaman Unit #1,Conventional Hydrocarbon,12660,12689,14797,2752,1.026,1.026,60,0.234,75,6.34,mg/L,30377,30377,0.1,15.83,234.075,633.04,820.8,17825.72,8.615,17.44,4.1,160.06,10621.15,230.85,86.18,56,73
31.0903,-102.6948,42371042350000,West Texas and Eastern New Mexico,Queen,Permian,430,Texas,42,Pecos,371,,,State Nat. Bank Of E. Paso #1,Conventional Hydrocarbon,1566,1667,5500,2752,1.025,1.025,60,0.267,76,9.89,mg/L,27271,27271,0.6,5.13,234.075,354.14,1672,12793.03,8.615,121.98,4.1,209.1,8045.06,4240.43,28.7,55,69
32.5786,-103.6359,30025017350000,West Texas and Eastern New Mexico,Devonian,Permian,430,New Mexico,30,Lea,25,Teas,35-699527,Mahaffey #1,Conventional Hydrocarbon,14948,6412,14948,2752,1.022,1.022,60,0.309,74,7.03,mg/L,28696,28696,0,15.83,234.075,808.4,1044,15135.82,8.615,197.25,4.09,189.07,9327.79,1926.47,63.36,56,71
32.5431,-102.1623,42115008450000,West Texas and Eastern New Mexico,Devonian,Permian,430,Texas,42,Dawson,115,Wildcat,48-768291,Kent County School,Conventional Hydrocarbon,12240,12326,12600,2752,1.017,1.017,60,0.218,70,6.93,mg/L,36444,36444,-0.1,15.83,234.075,732.24,1334,20914.61,8.615,393.58,4.07,414.94,11682.9,915.3,38.65,56,71
32.6117,-103.3257,30025041280000,West Texas and Eastern New Mexico,Grayburg,Permian,430,New Mexico,30,Lea,25,Hobbs,35-325689,Shelby Maveety #1,Conventional Hydrocarbon,3880,6412,2310,2752,1.014,1.014,60,0.303,78,8.24,mg/L,17536,17536,0.3,6.08,234.075,933.89,287.98,9896.64,8.615,281.89,4.06,252.49,5806.41,1510.6,42.59,54,69
30.8406,-101.2824,42105102160000,West Texas and Eastern New Mexico,San Andres,Permian,430,Texas,42,Crockett,105,Wildcat,48-768291,Vaughan #1,Conventional Hydrocarbon,1500,1540,1540,2752,1.043,1.043,60,0.111,76,8.65,mg/L,57832,57832,0,3,234.075,388,1360,30190,2,128,4,680,19468.14,5560,18,53,68
32.8176,-103.9476,30015043050000,West Texas and Eastern New Mexico,Abo Reef,Permian,430,New Mexico,30,Eddy,15,Jackson,35-353006,Dale H Parke B,Conventional Hydrocarbon,6940,6412,6940,2752,1.024,1.024,60,0.282,76,7.72,mg/L,33401,33401,0,7,234.075,1696,1297,15240,8.615,129,4,428,10219.58,4370,16,55,70
32.6115,-103.3257,30025041290000,West Texas and Eastern New Mexico,Grayburg,Permian,430,New Mexico,30,Lea,25,Hobbs,35-325689,Shelby Moreety #1 - Ax,Conventional Hydrocarbon,3880,6412,3950,2752,1.014,1.014,60,0.303,78,8.24,mg/L,17294,17294,0.3,6,234.075,921,284,9760,8.615,278,4,249,5726.27,1510.6,42,54,69
32.5786,-103.6359,30025017350000,West Texas and Eastern New Mexico,Devonian,Permian,430,New Mexico,30,Lea,25,Teas,35-699527,Mahaffey #1,Conventional Hydrocarbon,14948,6412,14948,2752,1.022,1.022,60,0.309,74,7.03,mg/L,28079,28079,0,15.83,234.075,791,1022,14810,8.615,193,4,185,9127,1885,62,56,71
32.6834,-102.7932,42165033000000,West Texas and Eastern New Mexico,Devonian,Permian,430,Texas,42,Gaines,165,Robertson North 7,48-606140,Armstrong #1,Conventional Hydrocarbon,13630,6412,7220,3000,1.026,1.026,60,0.198,76,6.85,mg/L,35787,35787,0,3,234.075,89,1465,19500,8.615,234,4,432,10975.53,2000,33,55,70
31.7025,-102.2223,42329015850000,West Texas and Eastern New Mexico,San Andres,Permian,430,Texas,42,Midland,329,Sweetie Peck,48-692550,June Sanders 21a,Conventional Hydrocarbon,5680,5780,13330,2908,1.042,1.042,60,0.121,72,6.86,mg/L,68029,68029,0,15.83,234.075,273,2875,39231.3,8.615,238.62,3.13,784.63,21892.42,2698.78,31.26,56,71
32.0468,-101.1655,42431004270000,West Texas and Eastern New Mexico,Ellenburger,Permian,430,Texas,42,Sterling,431,Wildcat,48-768291,Nellie P. Sellers #1,Conventional Hydrocarbon,8875,8889,8975,2492,1.039,1.039,60,0.129,78,7.2,mg/L,51527,51527,0,15.83,234.075,683.66,2119,29287.33,8.615,264.95,3.12,429.11,16773.62,1953.32,12.47,56,71
32.7122,-102.8531,42165033070000,West Texas and Eastern New Mexico,Devonian,Permian,430,Texas,42,Gaines,165,Wildcat,48-768291,M. Lane Doss #1,Conventional Hydrocarbon,10876,10925,10925,2752,1.027,1.027,60,0.297,68,6.5,mg/L,30949,30949,0,4.11,234.075,1222.13,1840,16677.45,8.615,247.51,3.08,259.83,9241.92,1540.5,28.76,55,70
32.8714,-103.2938,30025053530000,West Texas and Eastern New Mexico,Abo,Permian,430,New Mexico,30,Lea,25,Lovington,35-430565,State 182 #3,Conventional Hydrocarbon,8380,6412,8404,2752,1.026,1.026,60.08,0.205,75,7.94,mg/L,33666,33666,0,5.13,234.075,963.41,1641,17571.28,8.615,260.6,3.08,378.59,10211.38,2565,47.2,55,69
32.752,-103.4858,30025203780000,West Texas and Eastern New Mexico,Devonian,Permian,430,New Mexico,30,Lea,25,"Vacuum, South",35-731891,State Lea 403 #4,Conventional Hydrocarbon,11896,6412,11896,2752,1.021,1.021,60,0.311,75,6.78,mg/L,26848,26848,0,15.83,234.075,671,1200,14520,8.615,164,3,223,8475,1540,52,56,71
31.7113,-102.5982,42495049730000,West Texas and Eastern New Mexico,Queen,Permian,430,Texas,42,Winkler,495,Halley,48-300375,Sealy-smith #12,Conventional Hydrocarbon,3170,3174,5000,2746,1.069,1.069,60,1.069,60,7.45,mg/L,125792,125792,0,65.21,234.075,2431.98,5644,74859.93,8.615,395.53,2.14,2130.52,39164.75,1031.59,174.25,55,70
31.9037,-102.5419,42135041200000,West Texas and Eastern New Mexico,San Andres,Permian,430,Texas,42,Ector,135,Donnelly,48-197169,J.l. Johnson Jr. Unit Eo #30,Conventional Hydrocarbon,4238,6412,4375,3063,1.07,1.07,60,0.084,75,7.26,mg/L,134864,134864,0,18.19,92.02,1613.56,2910,76505,8.615,1032,2.14,1040.04,46689.02,5029,21.4,54,69
31.903,-102.5531,42135041220000,West Texas and Eastern New Mexico,San Andres,Permian,430,Texas,42,Ector,135,Donnelly,48-197169,J.l. Johnson Jr. Unit Eo #23,Conventional Hydrocarbon,4356,6412,4361,3079,1.068,1.068,60,0.084,75,7.48,mg/L,114028,114028,0,17.09,91.85,1375.58,2819,64400.4,8.615,934.5,2.14,1089.36,38668,4699.2,32.04,54,69
33.1182,-100.7645,42263001490000,West Texas and Eastern New Mexico,Strawn Reef,Permian,430,Texas,42,Kent,263,Wildcat,48-768291,Ida S. Johnson #1,Conventional Hydrocarbon,6888,6951,6895,2260,1.033,1.033,60,0.148,75,6.9,mg/L,46708,46708,0,5.17,234.075,654.92,1404,25364.28,1.03,132.22,2.07,451.42,15589.18,3047.35,20.66,54,69
32.7122,-102.8531,42165033070000,West Texas and Eastern New Mexico,Wichita,Permian,430,Texas,42,Gaines,165,Wildcat,48-768291,M. Laine Boss #1,Conventional Hydrocarbon,7738,7750,10925,2752,1.023,1.023,60,0.316,71,8.02,mg/L,27190,27190,0.2,6.14,234.075,359.07,1096,13601.81,8.615,477.27,2.05,358.05,8548.32,3191.76,83.89,55,70
32.2928,-101.2696,42227031370000,West Texas and Eastern New Mexico,Santa Rosa,Permian,430,Texas,42,Howard,227,Itaw,,Emma F. Davis #4,Conventional Hydrocarbon,790,800,2685,2752,1.016,1.016,60,0.375,75,7.03,mg/L,18807,18807,0,2.03,234.075,155.45,534.42,7980.68,8.615,37.59,2.03,229.62,5982.84,3819.14,9.14,55,71
32.6108,-103.2969,30025057720000,West Texas and Eastern New Mexico,Blinebry Grayburg San And,Permian,430,New Mexico,30,Lea,25,Monument Blineby,,J. R. Phillips a #5,Conventional Hydrocarbon,5690,6412,5720,2752,1.032,1.032,60,0.183,76,7.3,mg/L,44776,44776,0,5,234.075,1231,1622,23550,8.615,289,2,539,14235.44,3280,25,55,70
31.9012,-102.5525,42103042620000,West Texas and Eastern New Mexico,Holt,Permian,430,Texas,42,Crane,103,Donnelly,48-197169,#43 J.l. Johnson,Conventional Hydrocarbon,5600,6412,5800,3081,1.085,1.085,60,0.074,76,7.28,mg/L,135318,135318,0,12,71,610,292,78000,8.615,670,2,875,50603.64,4600,70,54,69
31.90975,-102.6631,42169019150000,West Texas and Eastern New Mexico,Delaware,Permian,430,Texas,42,Ward,475,Wildcat,48-768291,Anna Herring #1,Conventional Hydrocarbon,6103,6145,6145,2752,1.175,1.175,60,5.32,75,5.32,mg/L,288678,288678,0,15.83,234.075,58.75,26508,178730.43,8.615,846,1.18,3654.25,78307.88,511.13,43.48,56,72
33.473,-101.5096,42107000890000,West Texas and Eastern New Mexico,Strawn,Permian,430,Texas,42,Crosby,107,,,Valvera Hampton #1,Conventional Hydrocarbon,8625,8725,9320,2752,1.095,1.095,60,0.073,76,7.57,mg/L,139993,139993,0,26.28,226.67,127.02,8059,85804.2,24.09,477.27,1.1,2234.9,42696.09,985.5,192.72,54,69
32.2755,-101.2466,42227033820000,West Texas and Eastern New Mexico,Chinle,Permian,430,Texas,42,Howard,227,Iatan East,48-343083,Percy Jones #6,Conventional Hydrocarbon,550,575,2825,2752,1.016,1.016,60,0.4,75,7.03,mg/L,17313,17313,0.3,1.02,234.075,99.57,539.5,7565.14,1.02,3.05,1.02,231.65,5486.12,3280.66,10.16,53,69
31.7025,-102.2223,42329015850000,West Texas and Eastern New Mexico,Ellenburger,Permian,430,Texas,42,Midland,329,War San,48-748690,June Sanders 21a,Conventional Hydrocarbon,13285,6412,13330,2908,1.013,1.013,60,0.365,75,7.2,mg/L,18945,18945,0,15.83,234.075,506.5,632.11,10028.7,8.615,174.24,1.01,79.01,6287.69,1215.6,20.26,56,71
32.6153,-103.2915,30025057700000,West Texas and Eastern New Mexico,Grayburg,Permian,430,New Mexico,30,Lea,25,Monument,35-483046,C. R. Phillips  A  #3,Conventional Hydrocarbon,3800,3900,3900,2752,1.011,1.011,60,0.548,76,7.15,mg/L,12564,12564,0,6,234.075,1525,264,6325,8.615,142,1,378,3684.8,240,4,55,70
32.61,-103.2554,30025058100000,West Texas and Eastern New Mexico,Grayburg - San Andres,Permian,430,New Mexico,30,Lea,25,Monument,35-483046,J. H. Williams #2,Conventional Hydrocarbon,3900,6412,3915,2752,1.012,1.012,60,0.527,75,5.35,mg/L,12503,12503,0,2,234.075,1109,352,6440,8.615,135,1,248,3821.37,388,11,55,70
32.556,-103.5536,30025213460000,West Texas and Eastern New Mexico,Yates,Permian,430,New Mexico,30,Lea,25,Lynch,35-435775,Fed. Ballard,Conventional Hydrocarbon,3638,3700,3750,2752,1.01,1.01,60,0.4802,75,7.92,mg/L,15685,15685,0,2,234.075,1003,953,5925,8.615,65,1,511,3769.15,3450,13,55,70